customer_id,city,gender,age
customer207,Fardis,men,23.0
customer360,Karaj,men,23.0
customer337,Fardis,women,57.0
customer517,Tehran,women,52.0
customer210,Fardis,women,24.0
customer212,Sarasiab,women,21.0
customer213,Fardis,women,20.0
customer505,Tehran,women,41.0
customer215,Fardis,women,20.0
customer148,Malard,men,42.0
customer216,Fardis,women,23.0
customer414,Karaj,women,38.0
customer64,Malard,women,34.0
customer354,Fardis,women,65.0
customer509,Tehran,women,39.0
customer222,Fardis,women,23.0
customer223,Fardis,women,22.0
customer556,Orumieh,men,23.0
customer224,Fardis,women,22.0
customer227,Fardis,women,28.0
customer72,Malard,women,30.0
customer229,Fardis,women,26.0
customer454,Karaj,women,61.0
customer231,Fardis,women,30.0
customer100,Malard,women,26.0
customer233,Fardis,women,33.0
customer234,Fardis,women,33.0
customer571,Robatkarim,women,29.0
customer235,Fardis,women,34.0
customer238,Fardis,women,32.0
customer385,Karaj,women,26.0
customer240,Fardis,women,31.0
customer242,Fardis,women,30.0
customer92,Malard,women,34.0
customer244,Fardis,women,28.0
customer245,Fardis,women,28.0
customer21,Malard,women,18.0
customer247,Fardis,women,26.0
customer553,Tabriz,men,19.0
customer249,Fardis,women,35.0
customer552,Tehran,women,27.0
customer251,Fardis,women,31.0
customer109,Malard,women,38.0
customer252,Fardis,women,31.0
customer120,Malard,women,45.0
customer253,Fardis,women,32.0
customer587,Shahryar,women,34.0
customer254,Fardis,women,32.0
customer42,Malard,men,30.0
customer103,Malard,women,44.0
customer33,Malard,men,28.0
customer259,Fardis,women,28.0
customer264,Fardis,women,31.0
customer534,Tehran,women,22.0
customer388,Karaj,women,29.0
customer503,Tehran,women,39.0
customer267,Fardis,women,31.0
customer268,Fardis,women,30.0
customer82,Malard,women,29.0
customer270,Fardis,men,35.0
customer364,Karaj,women,20.0
customer271,Fardis,men,29.0
customer597,Andishe4,women,35.0
customer272,Fardis,men,26.0
customer274,Fardis,men,30.0
customer63,Malard,women,32.0
customer275,Fardis,men,30.0
customer67,Malard,women,33.0
customer278,Fardis,men,33.0
customer279,Fardis,men,35.0
customer418,Karaj,women,44.0
customer280,Fardis,men,44.0
customer281,Fardis,men,45.0
customer396,Karaj,men,34.0
customer282,Fardis,men,41.0
customer284,Fardis,men,36.0
customer160,Malard,women,48.0
customer522,Tehran,women,48.0
customer285,Fardis,men,37.0
customer286,Fardis,men,38.0
customer603,Eslamshahr,women,44.0
customer288,Fardis,men,39.0
customer290,Fardis,men,41.0
customer576,Andishe2,men,33.0
customer292,Fardis,men,38.0
customer486,Tehran,women,28.0
customer293,Fardis,women,36.0
customer294,Fardis,women,39.0
customer588,Andishe2,women,49.0
customer296,Fardis,women,45.0
customer547,Tehran,women,49.0
customer297,Fardis,women,43.0
customer188,Malard,men,50.0
customer298,Fardis,women,42.0
customer437,Karaj,men,48.0
customer304,Fardis,women,44.0
customer306,Fardis,women,36.0
customer589,Shiraz,women,48.0
customer307,Fardis,women,37.0
customer308,Fardis,women,39.0
customer428,Karaj,men,44.0
customer310,Fardis,women,42.0
customer493,Tehran,women,38.0
customer312,Fardis,women,36.0
customer314,Fardis,women,44.0
customer315,Sarasiab,women,42.0
customer316,Fardis,women,41.0
customer317,Fardis,women,39.0
customer450,Karaj,women,53.0
customer318,Fardis,women,37.0
customer490,Tehran,women,31.0
customer319,Fardis,women,38.0
customer321,Fardis,women,41.0
customer427,Karaj,women,45.0
customer322,Fardis,women,40.0
customer324,Fardis,women,45.0
customer562,Rasht,women,20.0
customer325,Fardis,women,48.0
customer101,Malard,women,29.0
customer327,Fardis,women,52.0
customer329,Fardis,women,50.0
customer515,Tehran,men,55.0
customer331,Fardis,women,46.0
customer334,Fardis,women,58.0
customer481,Tehran,women,26.0
customer335,Fardis,women,55.0
customer198,Malard,women,64.0
customer338,Fardis,women,59.0
customer339,Fardis,women,60.0
customer75,Malard,women,32.0
customer340,Fardis,women,53.0
customer341,Fardis,women,51.0
customer40,Malard,men,32.0
customer110,Malard,women,37.0
customer399,Karaj,men,29.0
customer346,Fardis,men,49.0
customer348,Fardis,men,52.0
customer349,Damavand,men,51.0
customer350,Fardis,men,48.0
customer351,Fardis,women,47.0
customer598,Zanjan,women,39.0
customer352,Fardis,women,59.0
customer353,Fardis,women,63.0
customer137,Malard,women,41.0
customer355,Fardis,women,60.0
customer356,Fardis,men,67.0
customer359,Karaj,men,22.0
customer158,Malard,men,38.0
customer361,Karaj,women,25.0
customer583,Esfahan,men,35.0
customer362,Karaj,women,25.0
customer369,Karaj,women,25.0
customer228,Fardis,women,29.0
customer371,Karaj,women,23.0
customer605,Andishe4,men,29.0
customer373,Karaj,women,26.0
customer527,Tehran,men,18.0
customer376,Karaj,women,32.0
customer377,,women,30.0
customer378,Karaj,women,31.0
customer379,Karaj,women,31.0
customer575,Ahmadabadmostofi,men,27.0
customer265,Fardis,women,33.0
customer380,Karaj,women,32.0
customer381,Karaj,women,33.0
customer573,Eshtehard,women,36.0
customer384,Karaj,women,27.0
customer548,Tehran,women,52.0
customer386,Karaj,women,28.0
customer260,Fardis,women,27.0
customer387,Karaj,women,26.0
customer97,Malard,women,29.0
customer114,Malard,women,30.0
customer390,Karaj,women,33.0
customer580,Sarasiab,women,50.0
customer391,Karaj,women,32.0
customer581,Andimeshk,women,19.0
customer393,Karaj,women,30.0
customer394,Karaj,women,35.0
customer579,Robatkarim,women,49.0
customer397,Karaj,men,32.0
customer261,Fardis,women,26.0
customer400,Karaj,men,28.0
customer592,Qazvin,women,55.0
customer401,Karaj,men,27.0
customer128,Malard,women,42.0
customer402,Karaj,men,26.0
customer565,Zanjan,women,28.0
customer406,Karaj,women,39.0
customer574,Eshtehard,women,25.0
customer408,Karaj,women,42.0
customer596,Andishe5,women,53.0
customer96,Malard,women,34.0
customer411,Karaj,women,43.0
customer412,Karaj,women,45.0
customer61,Malard,women,27.0
customer413,Karaj,women,39.0
customer479,Tehran,women,29.0
customer415,Karaj,women,37.0
customer608,Andishe5,women,31.0
customer416,Karaj,women,39.0
customer417,Karaj,women,40.0
customer24,Malard,women,25.0
customer420,Karaj,women,45.0
customer593,Andishe1,women,56.0
customer421,Karaj,women,46.0
customer561,Andishe1,women,21.0
customer422,Karaj,women,45.0
customer153,Malard,men,38.0
customer423,Karaj,women,49.0
customer567,Lomabad,women,30.0
customer429,Karaj,men,42.0
customer218,Fardis,women,25.0
customer432,Karaj,men,40.0
customer60,Malard,women,26.0
customer434,Karaj,men,38.0
customer7,Malard,women,21.0
customer295,Fardis,women,41.0
customer435,Karaj,men,44.0
customer436,Karaj,men,49.0
customer189,Malard,men,51.0
customer62,Malard,women,33.0
customer438,Karaj,women,50.0
customer439,Karaj,women,52.0
customer560,Zanjan,women,24.0
customer54,Malard,women,26.0
customer442,Karaj,women,57.0
customer601,Andishe3,women,28.0
customer277,Fardis,men,32.0
customer445,Karaj,women,54.0
customer564,Neyshaboor,men,15.0
customer458,Tehran,men,23.0
customer448,Karaj,women,53.0
customer577,Andishe1,men,42.0
customer449,Karaj,women,52.0
customer236,Fardis,women,35.0
customer451,Karaj,women,50.0
customer142,Malard,women,43.0
customer453,Karaj,women,64.0
customer157,Malard,men,37.0
customer455,Karaj,women,60.0
customer456,Tehran,women,18.0
customer232,Fardis,women,31.0
customer457,Tehran,men,24.0
customer460,Tehran,women,21.0
customer463,Tehran,women,23.0
customer569,Lomabad,women,34.0
customer464,Tehran,women,19.0
customer466,Tehran,men,29.0
customer584,Shahryar,men,33.0
customer467,Tehran,men,26.0
customer468,Tehran,men,29.0
customer578,Robatkarim,men,40.0
customer469,Tehran,men,28.0
customer447,Karaj,women,51.0
customer470,Tehran,men,27.0
customer471,Tehran,women,30.0
customer572,Safadasht,women,27.0
customer473,Tehran,women,33.0
customer90,Malard,women,35.0
customer474,Tehran,women,35.0
customer446,Karaj,women,52.0
customer476,Tehran,women,32.0
customer221,Fardis,women,23.0
customer477,Tehran,women,31.0
customer478,,women,33.0
customer480,Tehran,women,28.0
customer440,Karaj,women,55.0
customer484,Tehran,women,31.0
customer487,Tehran,women,35.0
customer291,Fardis,men,42.0
customer303,Fardis,women,42.0
customer489,Tehran,women,34.0
customer130,Malard,women,44.0
customer405,Karaj,women,36.0
customer491,Tehran,women,30.0
customer389,Karaj,women,28.0
customer492,Tehran,women,32.0
customer168,Malard,women,53.0
customer494,Tehran,women,37.0
customer116,Malard,women,41.0
customer495,Tehran,women,45.0
customer496,Tehran,women,43.0
customer555,Andishe,women,22.0
customer174,Malard,women,49.0
customer501,Tehran,women,42.0
customer195,Malard,women,61.0
customer358,Karaj,men,19.0
customer504,Tehran,women,44.0
customer193,Malard,men,68.0
customer83,Malard,women,27.0
customer510,Tehran,men,38.0
customer511,Tehran,men,36.0
customer570,Hashtgerd,women,38.0
customer512,Tehran,men,43.0
customer302,Fardis,women,39.0
customer513,Tehran,men,44.0
customer151,Malard,men,39.0
customer514,Tehran,men,49.0
customer404,Karaj,men,27.0
customer594,Qazvin,men,57.0
customer516,Tehran,men,53.0
customer398,Karaj,men,33.0
customer518,Tehran,women,54.0
customer585,Andishe2,women,32.0
customer519,Tehran,women,59.0
customer426,Karaj,women,40.0
customer93,Malard,women,32.0
customer524,Tehran,men,65.0
customer530,Tehran,women,25.0
customer175,Malard,women,50.0
customer367,Karaj,women,24.0
customer375,Karaj,women,33.0
customer531,Tehran,women,19.0
customer30,Malard,men,25.0
customer533,Tehran,women,23.0
customer323,Fardis,women,42.0
customer535,Tehran,women,24.0
customer178,Malard,women,52.0
customer554,Shahryar,women,25.0
customer539,Tehran,women,44.0
customer57,Malard,women,30.0
customer31,Malard,men,26.0
customer541,Tehran,women,56.0
customer205,Fardis,men,25.0
customer132,Malard,women,36.0
customer543,Tehran,men,38.0
customer119,Malard,women,45.0
customer129,Malard,women,43.0
customer544,Tehran,men,52.0
customer566,Hashtgerd,women,29.0
customer549,Tehran,women,51.0
customer71,Malard,women,33.0
customer269,Fardis,men,34.0
customer94,Malard,women,31.0
customer26,Malard,women,25.0
customer550,Tehran,women,50.0
