customer_id,city,gender,age
customer189,Malard,Men,51
customer62,Malard,women,33
customer438,Karaj,women,50
customer439,Karaj,women,52
customer560,zanjan,women,24
customer54,Malard,women,26
customer442,Karaj,women,57
customer601,Andishe3,women,28
customer277,Fardis,Men,32
customer445,Karaj,women,54
customer564,Neyshaboor,Men,15
customer458,Tehran,Men,23
customer448,Karaj,women,53
customer577,Andishe1,Men,42
customer449,Karaj,women,52
customer236,Fardis,women,35
customer451,Karaj,women,50
customer142,Malard,women,43
customer453,Karaj,women,64
customer157,Malard,Men,37
customer455,Karaj,women,60
customer456,Tehran,women,18
customer232,Fardis,women,31
customer457,Tehran,Men,24
customer460,Tehran,women,21
customer463,Tehran,women,23
customer569,LomAbad,women,34
customer464,Tehran,women,19
customer466,Tehran,Men,29
customer584,Shahryar,Men,33
customer467,Tehran,Men,26
customer468,Tehran,Men,29
customer578,Robatkarim,Men,40
customer469,Tehran,Men,28
customer447,Karaj,women,51
customer470,Tehran,Men,27
customer471,Tehran,women,30
customer572,Safadasht,women,27
customer473,Tehran,women,33
customer90,Malard,women,35
customer474,Tehran,women,35
customer446,Karaj,women,52
customer476,Tehran,women,32
customer221,Fardis,women,23
customer477,Tehran,women,31
customer478,,women,33
customer480,Tehran,women,28
customer440,Karaj,women,55
customer484,Tehran,women,31
customer487,Tehran,women,35
customer291,Fardis,Men,42
customer303,Fardis,women,42
customer489,Tehran,women,34
customer130,Malard,women,44
customer405,Karaj,women,36
customer491,Tehran,women,30
customer389,Karaj,women,28
customer492,Tehran,women,32
customer168,Malard,women,53
customer494,Tehran,women,37
customer116,Malard,women,41
customer495,Tehran,women,45
customer496,Tehran,women,43
customer555,Andishe,women,22
customer174,Malard,women,49
customer501,Tehran,women,42
customer195,Malard,women,61
customer358,Karaj,Men,19
customer326,Fardis,women,84
customer504,Tehran,women,44
customer193,Malard,Men,68
customer83,Malard,women,27
customer510,Tehran,Men,38
customer511,Tehran,Men,36
customer570,Hashtgerd,women,38
customer512,Tehran,Men,43
customer302,Fardis,women,39
customer513,Tehran,Men,44
customer151,Malard,Men,39
customer514,Tehran,Men,49
customer404,Karaj,Men,27
customer594,Qazvin,Men,57
customer516,Tehran,Men,53
customer398,Karaj,Men,33
customer518,Tehran,women,54
customer585,Andishe2,women,32
customer519,Tehran,women,59
customer426,Karaj,women,40
customer93,Malard,women,32
customer524,Tehran,Men,65
customer530,Tehran,women,25
customer175,Malard,women,50
customer367,Karaj,women,24
customer375,Karaj,women,33
customer531,Tehran,women,19
customer30,Malard,Men,25
customer533,Tehran,women,23
customer323,Fardis,women,42
customer535,Tehran,women,24
customer178,Malard,women,52
customer554,Shahryar,women,25
customer539,Tehran,women,44
customer57,Malard,women,30
customer31,Malard,Men,26
customer541,Tehran,women,56
customer205,Fardis,Men,25
customer132,Malard,women,36
customer543,Tehran,Men,38
customer119,Malard,women,45
customer129,Malard,women,43
customer544,Tehran,Men,52
customer566,Hashtgerd,women,29
customer549,Tehran,women,51
customer71,Malard,women,33
customer269,Fardis,Men,34
customer94,Malard,women,31
customer26,Malard,women,25
customer550,Tehran,women,50
