sale_id,sale_date,customer_id,product_id,quantity,unit_price,discount_percent,platform,city
S00020,2025-10-25,customer257,P005,2,250000.0,0,Telegram,Fardis
S00021,2025-07-08,customer208,P021,2,427000.0,0,Eita,Fardis
S00021,2025-07-08,customer208,P094,3,820250.0,15,Eita,Fardis
S00021,2025-07-08,customer208,P115,2,312000.0,0,Eita,Fardis
S00022,2025-07-10,customer153,P040,2,397800.0,10,Telegram,Malard
S00022,2025-07-10,customer153,P039,4,457000.0,0,Telegram,Malard
S00023,2025-09-30,customer358,P055,2,638100.0,10,Eita,Karaj
S00023,2025-09-30,customer358,P110,3,386000.0,0,Eita,Karaj
S00023,2025-09-30,customer358,P116,3,381900.0,5,Eita,Karaj
S00024,2025-05-30,customer330,P127,2,216750.0,15,Rubika,Fardis
S00024,2025-05-30,customer330,P075,3,2174000.0,0,Rubika,Fardis
S00024,2025-05-30,customer330,P079,2,142200.0,10,Rubika,Fardis
S00024,2025-05-30,customer330,P010,2,519650.0,5,Rubika,Fardis
S00024,2025-05-30,customer330,P107,2,148750.0,15,Rubika,Fardis
S00025,2025-06-11,customer433,P116,2,402000.0,0,Rubika,Karaj
S00025,2025-06-11,customer433,P079,3,151000.0,0,Rubika,Karaj
S00026,2025-08-18,customer330,P049,3,1782450.0,15,Rubika,Fardis
S00026,2025-08-18,customer330,P078,3,3131000.0,0,Rubika,Fardis
S00026,2025-08-18,customer330,P136,1,72200.0,5,Rubika,Fardis
S00026,2025-08-18,customer330,P055,1,533600.0,20,Rubika,Fardis
S00026,2025-08-18,customer330,P018,5,397000.0,0,Rubika,Fardis
S00027,2025-10-05,customer226,P116,4,352800.0,10,Telegram,Fardis
S00027,2025-10-05,customer226,P097,3,390450.0,5,Telegram,Fardis
S00027,2025-10-05,customer226,P021,5,365400.0,10,Telegram,Fardis
S00028,2025-07-10,customer249,P061,3,401000.0,0,Eita,Fardis
S00028,2025-07-10,customer249,P120,4,618450.0,5,Eita,Fardis
S00028,2025-07-10,customer249,P061,5,332800.0,20,Eita,Fardis
S00028,2025-07-10,customer249,P053,4,587100.0,5,Eita,Fardis
S00028,2025-07-10,customer249,P026,1,479000.0,0,Eita,Fardis
S00028,2025-07-10,customer249,P115,5,278100.0,10,Eita,Fardis
S00028,2025-07-10,customer249,P040,3,426000.0,0,Eita,Fardis
S00028,2025-07-10,customer249,P088,2,551000.0,5,Eita,Fardis
S00029,2025-07-05,customer405,P077,2,2688000.0,0,Eita,Karaj
S00029,2025-07-05,customer405,P056,1,734000.0,0,Eita,Karaj
S00029,2025-07-05,customer405,P112,3,98000.0,0,Eita,Karaj
S00030,2025-10-02,customer297,P013,1,725800.0,5,Rubika,Fardis
S00030,2025-10-02,customer297,P004,3,263000.0,0,Rubika,Fardis
S00030,2025-10-02,customer297,P003,3,230400.0,20,Rubika,Fardis
S00030,2025-10-02,customer297,P065,5,271700.0,5,Rubika,Fardis
S00030,2025-10-02,customer297,P027,4,524000.0,20,Rubika,Fardis
S00031,2025-07-07,customer389,P039,1,437950.0,5,Telegram,Karaj
S00031,2025-07-07,customer389,P083,5,254000.0,0,Telegram,Karaj
S00031,2025-07-07,customer389,P034,2,437000.0,0,Telegram,Karaj
S00032,2025-12-08,customer376,P073,2,2119450.0,5,Eita,Karaj
S00032,2025-12-08,customer376,P102,5,359550.0,15,Eita,Karaj
S00033,2026-03-19,customer515,P079,3,139000.0,0,Rubika,Tehran
S00033,2026-03-19,customer515,P090,3,670000.0,0,Rubika,Tehran
S00033,2026-03-19,customer515,P041,2,272700.0,10,Rubika,Tehran
S00033,2026-03-19,customer515,P129,1,126000.0,10,Rubika,Tehran
S00033,2026-03-19,customer515,P017,4,335000.0,0,Rubika,Tehran
S00034,2025-11-27,customer599,P089,5,685000.0,0,Eita,Safadasht
S00034,2025-11-27,customer599,P001,1,76000.0,0,Eita,Safadasht
S00035,2025-08-03,customer121,P036,5,480700.0,5,Rubika,Malard
S00035,2025-08-03,customer121,P082,1,379000.0,0,Rubika,Malard
S00035,2025-08-03,customer121,P038,1,443700.0,10,Rubika,Malard
S00035,2025-08-03,customer121,P089,2,646000.0,0,Rubika,Malard
S00036,2025-06-30,customer551,P088,2,548000.0,0,Telegram,Tehran
S00036,2025-06-30,customer551,P085,5,451000.0,0,Telegram,Tehran
S00036,2025-06-30,customer551,P109,5,771000.0,0,Telegram,Tehran
S00036,2025-06-30,customer551,P043,3,449000.0,0,Telegram,Tehran
S00037,2025-03-30,customer53,P077,1,2751000.0,0,Eita,Malard
S00037,2025-03-30,customer53,P014,4,283500.0,10,Eita,Malard
S00038,2025-10-19,customer430,P108,4,657050.0,15,Eita,Karaj
S00038,2025-10-19,customer430,P120,2,562400.0,5,Eita,Karaj
S00039,2025-11-21,customer254,P044,3,596000.0,0,Rubika,Fardis
S00039,2025-11-21,customer254,P070,3,2936000.0,0,Rubika,Fardis
S00039,2025-11-21,customer254,P091,2,688000.0,0,Rubika,Fardis
S00040,2025-09-13,customer70,P038,4,485000.0,0,Eita,Malard
S00040,2025-09-13,customer70,P027,5,654000.0,0,Eita,Malard
S00040,2025-09-13,customer70,P017,3,359000.0,0,Eita,Malard
S00041,2025-12-27,customer383,P119,5,352800.0,10,Telegram,Karaj
S00041,2025-12-27,customer383,P132,2,681000.0,0,Telegram,Karaj
S00041,2025-12-27,customer383,P130,4,338000.0,0,Telegram,Karaj
S00041,2025-12-27,customer383,P021,2,388000.0,0,Telegram,Karaj
S00042,2026-02-02,customer430,P006,5,218000.0,0,Rubika,Karaj
S00042,2026-02-02,customer430,P027,5,715000.0,0,Rubika,Karaj
S00043,2025-11-18,customer293,P007,3,195000.0,0,Rubika,Fardis
S00043,2025-11-18,customer293,P023,3,579000.0,0,Rubika,Fardis
S00043,2025-11-18,customer293,P117,2,1086000.0,0,Rubika,Fardis
S00044,2025-03-30,customer360,P018,5,379000.0,0,Eita,Karaj
S00044,2025-03-30,customer360,P011,2,632000.0,0,Eita,Karaj
S00044,2025-03-30,customer360,P103,4,407700.0,10,Eita,Karaj
S00044,2025-03-30,customer360,P047,2,829350.0,5,Eita,Karaj
S00045,2025-07-02,customer214,P009,5,400000.0,0,Telegram,Fardis
S00045,2025-07-02,customer214,P019,3,371000.0,0,Telegram,Fardis
S00046,2025-11-22,customer226,P107,2,181000.0,0,Rubika,Fardis
S00046,2025-11-22,customer226,P028,2,497000.0,0,Rubika,Fardis
S00046,2025-11-22,customer226,P105,3,587000.0,0,Rubika,Fardis
S00047,2025-08-09,customer55,P060,5,246000.0,0,Rubika,Malard
S00047,2025-08-09,customer55,P089,3,631000.0,0,Rubika,Malard
S00047,2025-08-09,customer55,P016,4,323100.0,10,Rubika,Malard
S00048,2026-03-02,customer80,P003,5,306850.0,5,Telegram,Malard
S00048,2026-03-02,customer80,P102,4,469000.0,0,Telegram,Malard
S00048,2026-03-02,customer80,P105,2,535000.0,0,Telegram,Malard
S00048,2026-03-02,customer80,P044,2,649000.0,0,Telegram,Malard
S00048,2026-03-02,customer80,P100,4,145000.0,0,Telegram,Malard
S00049,2025-09-03,customer540,P071,5,2060000.0,0,Telegram,Tehran
S00049,2025-09-03,customer540,P038,3,403750.0,15,Telegram,Tehran
S00049,2025-09-03,customer540,P117,4,1090000.0,0,Telegram,Tehran
S00049,2025-09-03,customer540,P108,5,732000.0,0,Telegram,Tehran
S00050,2025-09-03,customer51,P001,3,60800.0,5,Eita,Malard
S00050,2025-09-03,customer51,P082,2,355000.0,0,Eita,Malard
S00050,2025-09-03,customer51,P026,2,474000.0,0,Eita,Malard
S00051,2025-10-02,,P129,3,145800.0,10,Rubika,
S00052,2025-09-15,customer416,P110,3,403000.0,0,Rubika,Karaj
S00052,2025-09-15,customer416,P031,4,893000.0,5,Rubika,Karaj
S00052,2025-09-15,customer416,P003,3,289000.0,0,Rubika,Karaj
S00053,2025-12-07,customer122,P064,3,325000.0,0,Rubika,Malard
S00053,2025-12-07,customer122,P082,1,400000.0,0,Rubika,Malard
S00053,2025-12-07,customer122,P078,3,2730600.0,10,Rubika,Malard
S00053,2025-12-07,customer122,P111,4,718200.0,5,Rubika,Malard
S00054,2025-11-27,customer581,P048,3,595000.0,0,Rubika,Andimeshk
S00054,2025-11-27,customer581,P133,3,739800.0,10,Rubika,Andimeshk
S00055,2026-01-30,customer390,P009,2,411000.0,0,Rubika,Karaj
S00055,2026-01-30,customer390,P087,3,431000.0,0,Rubika,Karaj
S00056,2026-03-13,customer607,P007,2,199000.0,0,Rubika,zanjan
S00056,2026-03-13,customer607,P040,4,387600.0,15,Rubika,zanjan
S00056,2026-03-13,customer607,P074,3,2044000.0,0,Rubika,zanjan
S00057,2025-08-18,customer404,P135,3,51000.0,0,Eita,Karaj
S00057,2025-08-18,customer404,P067,1,2624000.0,0,Eita,Karaj
S00057,2025-08-18,customer404,P069,2,2888950.0,5,Eita,Karaj
S00057,2025-08-18,customer404,P077,2,2858000.0,0,Eita,Karaj
S00058,2025-10-25,customer550,P007,2,203000.0,0,Rubika,Tehran
S00058,2025-10-25,customer550,P107,3,196000.0,0,Rubika,Tehran
S00058,2025-10-25,customer550,P022,4,554000.0,0,Rubika,Tehran
S00059,2025-04-10,customer206,P028,2,486200.0,15,Eita,Fardis
S00059,2025-04-10,customer206,P016,1,340000.0,0,Eita,Fardis
S00059,2025-04-10,customer206,P013,1,756000.0,10,Eita,Fardis
S00059,2025-04-10,customer206,P053,3,546300.0,10,Eita,Fardis
S00060,2025-09-23,customer508,P055,2,734000.0,0,Telegram,Tehran
S00060,2025-09-23,customer508,P019,1,359100.0,10,Telegram,Tehran
S00060,2025-09-23,customer508,P088,5,541000.0,0,Telegram,Tehran
S00060,2025-09-23,customer508,P117,3,1168000.0,0,Telegram,Tehran
S00061,2025-04-04,customer531,P118,2,407550.0,5,Rubika,Tehran
S00061,2025-04-04,customer531,P073,3,2188000.0,0,Rubika,Tehran
S00061,2025-04-04,customer531,P027,3,720000.0,0,Rubika,Tehran
S00061,2025-04-04,customer531,P038,2,481000.0,0,Rubika,Tehran
S00061,2025-04-04,customer531,P086,1,383400.0,10,Rubika,Tehran
S00061,2025-04-04,customer531,P101,1,307000.0,0,Rubika,Tehran
S00062,2026-02-02,customer523,P137,3,72900.0,10,Rubika,Tehran
S00062,2026-02-02,customer523,P083,4,257000.0,0,Rubika,Tehran
S00062,2026-02-02,customer523,P056,2,674500.0,5,Rubika,Tehran
S00062,2026-02-02,customer523,P026,3,494000.0,5,Rubika,Tehran
S00062,2026-02-02,customer523,P060,3,223000.0,0,Rubika,Tehran
S00063,2025-07-02,customer24,P069,3,3077000.0,0,Telegram,Malard
S00063,2025-07-02,customer24,P115,4,341000.0,0,Telegram,Malard
S00063,2025-07-02,customer24,P105,5,592000.0,0,Telegram,Malard
S00064,2025-04-06,customer211,P134,2,80000.0,0,Telegram,Fardis
S00064,2025-04-06,customer211,P016,2,322150.0,15,Telegram,Fardis
S00065,2025-12-01,customer464,P106,5,553850.0,5,Telegram,Tehran
S00065,2025-12-01,customer464,P119,2,401000.0,0,Telegram,Tehran
S00065,2025-12-01,customer464,P108,1,732000.0,0,Telegram,Tehran
S00066,2025-09-17,customer558,P010,3,528000.0,0,Rubika,Andishe1
S00066,2025-09-17,customer558,P073,2,2000000.0,0,Rubika,Andishe1
S00066,2025-09-17,customer558,P036,2,446500.0,5,Rubika,Andishe1
S00066,2025-09-17,customer558,P075,2,1771750.0,5,Rubika,Andishe1
S00067,2025-08-15,customer407,P084,2,438000.0,0,Rubika,Karaj
S00068,2025-03-26,customer416,P023,4,522000.0,10,Eita,Karaj
S00068,2025-03-26,customer416,P126,5,262000.0,0,Eita,Karaj
S00069,2026-01-03,customer372,P069,3,3021950.0,5,Eita,Karaj
S00069,2026-01-03,customer372,P005,3,258000.0,0,Eita,Karaj
S00069,2026-01-03,customer372,P017,2,342000.0,10,Eita,Karaj
S00069,2026-01-03,customer372,P111,3,640050.0,15,Eita,Karaj
S00069,2026-01-03,customer372,P058,2,373000.0,0,Eita,Karaj
S00069,2026-01-03,customer372,P104,3,507000.0,0,Eita,Karaj
S00069,2026-01-03,customer372,P113,2,150000.0,0,Eita,Karaj
S00069,2026-01-03,customer372,P092,5,875000.0,0,Eita,Karaj
S00069,2026-01-03,customer372,P068,4,3024000.0,0,Eita,Karaj
S00069,2026-01-03,customer372,P028,2,521000.0,0,Eita,Karaj
S00070,2025-08-02,customer510,P010,3,462400.0,15,Eita,Tehran
S00070,2025-08-02,customer510,P100,4,149000.0,0,Eita,Tehran
S00070,2025-08-02,customer510,P021,2,357000.0,0,Eita,Tehran
S00070,2025-08-02,customer510,P104,3,437000.0,0,Eita,Tehran
S00070,2025-08-02,customer510,P115,1,291600.0,10,Eita,Tehran
S00071,2025-08-08,customer229,P083,1,256000.0,0,Rubika,Fardis
S00071,2025-08-08,customer229,P071,4,1681000.0,0,Rubika,Fardis
S00071,2025-08-08,customer229,P066,3,389000.0,0,Rubika,Fardis
S00072,2025-04-29,customer399,P039,5,456000.0,0,Rubika,Karaj
S00072,2025-04-29,customer399,P023,2,436500.0,10,Rubika,Karaj
S00073,2025-08-11,customer79,P116,5,432000.0,0,Rubika,Malard
S00073,2025-08-11,customer79,P135,3,40800.0,20,Rubika,Malard
S00073,2025-08-11,customer79,P064,4,380000.0,0,Rubika,Malard
S00074,2025-06-11,customer153,P021,1,353700.0,10,Eita,Malard
S00074,2025-06-11,customer153,P024,3,318250.0,5,Eita,Malard
S00074,2025-06-11,customer153,P064,3,331000.0,0,Eita,Malard
S00075,2025-07-05,customer134,P009,2,384750.0,5,Rubika,Malard
S00075,2025-07-05,customer134,P031,1,885000.0,0,Rubika,Malard
S00076,2025-07-04,customer383,P037,3,534000.0,0,Eita,Karaj
S00076,2025-07-04,customer383,P102,2,391850.0,15,Eita,Karaj
S00076,2025-07-04,customer383,P069,3,3190000.0,0,Eita,Karaj
S00077,2025-12-08,customer263,P138,1,195000.0,0,Eita,Fardis
S00077,2025-12-08,customer263,P089,2,646950.0,5,Eita,Fardis
S00078,2025-07-23,customer449,P107,5,175000.0,0,Rubika,Karaj
S00078,2025-07-23,customer449,P081,1,465000.0,0,Rubika,Karaj
S00078,2025-07-23,customer449,P011,2,570950.0,5,Rubika,Karaj
S00078,2025-07-23,customer449,P101,4,277400.0,5,Rubika,Karaj
S00078,2025-07-23,customer449,P107,3,162000.0,10,Rubika,Karaj
S00079,2026-03-16,customer527,P121,4,473000.0,0,Rubika,Tehran
S00079,2026-03-16,customer527,P023,3,549000.0,0,Rubika,Tehran
S00079,2026-03-16,customer527,P084,3,360000.0,10,Rubika,Tehran
S00080,2025-06-08,customer400,P025,2,428000.0,0,Rubika,Karaj
S00080,2025-06-08,customer400,P004,4,249900.0,15,Rubika,Karaj
S00080,2025-06-08,customer400,P032,3,136000.0,0,Rubika,Karaj
S00080,2025-06-08,customer400,P035,3,545300.0,5,Rubika,Karaj
S00081,2025-06-14,customer24,P024,4,350000.0,0,Eita,Malard
S00081,2025-06-14,customer24,P087,3,396900.0,10,Eita,Malard
S00081,2025-06-14,customer24,P067,5,2584000.0,0,Eita,Malard
S00082,2025-10-08,customer522,P044,5,526500.0,10,Rubika,Tehran
S00082,2025-10-08,customer522,P033,2,344000.0,0,Rubika,Tehran
S00082,2025-10-08,customer522,P087,2,359100.0,10,Rubika,Tehran
S00083,2026-01-12,customer333,P022,2,490000.0,0,Eita,Fardis
S00083,2026-01-12,customer333,P026,3,506000.0,0,Eita,Fardis
S00083,2026-01-12,customer333,P087,4,381900.0,5,Eita,Fardis
S00083,2026-01-12,customer333,P130,4,357000.0,0,Eita,Fardis
S00084,2025-04-26,customer217,P070,4,3239500.0,5,Rubika,Fardis
S00084,2025-04-26,customer217,P078,3,2858400.0,10,Rubika,Fardis
S00084,2025-04-26,customer217,P090,3,565200.0,10,Rubika,Fardis
S00085,2025-05-19,customer540,P092,5,823500.0,10,Eita,Tehran
S00085,2025-05-19,customer540,P118,4,489000.0,0,Eita,Tehran
S00085,2025-05-19,customer540,P126,4,239400.0,5,Eita,Tehran
S00086,2025-10-13,customer118,P105,3,565000.0,0,Telegram,Malard
S00086,2025-10-13,customer118,P025,3,415150.0,5,Telegram,Malard
S00087,2026-03-12,customer312,P086,2,436000.0,0,Eita,Fardis
S00087,2026-03-12,customer312,P083,4,223550.0,15,Eita,Fardis
S00087,2026-03-12,customer312,P073,5,2168000.0,0,Eita,Fardis
S00088,2026-01-29,customer550,P121,5,455000.0,0,Rubika,Tehran
S00088,2026-01-29,customer550,P111,2,757000.0,0,Rubika,Tehran
S00089,2025-07-22,customer394,P034,2,368800.0,20,Eita,Karaj
S00089,2025-07-22,customer394,P046,3,691000.0,0,Eita,Karaj
S00089,2025-07-22,customer394,P043,2,459000.0,0,Eita,Karaj
S00089,2025-07-22,customer394,P047,2,921000.0,0,Eita,Karaj
S00090,2026-03-04,customer534,P085,4,385200.0,10,Rubika,Tehran
S00090,2026-03-04,customer534,P041,3,323000.0,0,Rubika,Tehran
S00090,2026-03-04,customer534,P122,1,833150.0,5,Rubika,Tehran
S00090,2026-03-04,customer534,P044,2,609000.0,0,Rubika,Tehran
S00090,2026-03-04,customer534,P075,5,1999000.0,0,Rubika,Tehran
S00091,2025-09-12,customer130,P075,2,1651550.0,15,Telegram,Malard
S00092,2026-01-03,customer224,P029,3,605000.0,0,Telegram,Fardis
S00092,2026-01-03,customer224,P021,1,411000.0,0,Telegram,Fardis
S00092,2026-01-03,customer224,P097,1,335700.0,10,Telegram,Fardis
S00093,2025-11-20,customer223,P084,5,413000.0,0,Rubika,Fardis
S00093,2025-11-20,customer223,P049,2,2258000.0,0,Rubika,Fardis
S00093,2025-11-20,customer223,P108,3,778000.0,0,Rubika,Fardis
S00093,2025-11-20,customer223,P084,5,427000.0,0,Rubika,Fardis
S00094,2025-12-16,customer26,P082,3,360000.0,10,Eita,Malard
S00094,2025-12-16,customer26,P044,1,593000.0,0,Eita,Malard
S00094,2025-12-16,customer26,P124,3,1349800.0,15,Eita,Malard
S00094,2025-12-16,customer26,P001,5,67000.0,0,Eita,Malard
S00095,2025-11-25,customer358,P111,2,716000.0,0,Eita,Karaj
S00095,2025-11-25,customer358,P103,3,460000.0,0,Eita,Karaj
S00095,2025-11-25,customer358,P103,2,401200.0,15,Eita,Karaj
S00095,2025-11-25,customer358,P109,2,723900.0,5,Eita,Karaj
S00096,2025-10-25,customer496,P043,3,398700.0,10,Telegram,Tehran
S00096,2025-10-25,customer496,P046,4,734000.0,0,Telegram,Tehran
S00097,2026-02-25,customer133,P031,1,850000.0,0,Eita,Malard
S00097,2026-02-25,customer133,P115,3,336000.0,0,Eita,Malard
S00097,2026-02-25,customer133,P030,2,780000.0,0,Eita,Malard
S00097,2026-02-25,customer133,P049,1,2066000.0,0,Eita,Malard
S00098,2026-01-26,customer42,P098,3,246000.0,0,Rubika,Malard
S00098,2026-01-26,customer42,P025,3,408000.0,0,Rubika,Malard
S00099,2025-10-02,customer302,P132,3,721000.0,0,Rubika,Fardis
S00099,2025-10-02,customer302,P133,2,763000.0,0,Rubika,Fardis
S00100,2026-01-09,customer102,P136,2,86000.0,0,Telegram,Malard
S00100,2026-01-09,customer102,P120,1,574000.0,0,Telegram,Malard
S00101,2025-05-02,customer265,P115,4,351000.0,0,Eita,Fardis
S00101,2025-05-02,customer265,P124,5,1535000.0,0,Eita,Fardis
S00101,2025-05-02,customer265,P071,3,2060000.0,0,Eita,Fardis
S00102,2025-05-09,customer393,P041,3,253800.0,10,Telegram,Karaj
S00102,2025-05-09,customer393,P055,2,682000.0,0,Telegram,Karaj
S00102,2025-05-09,customer393,P094,3,763200.0,20,Telegram,Karaj
S00102,2025-05-09,customer393,P135,4,56050.0,5,Telegram,Karaj
S00103,2025-05-21,customer213,P135,1,54000.0,0,Rubika,Fardis
S00103,2025-05-21,customer213,P096,4,51850.0,15,Rubika,Fardis
S00103,2025-05-21,customer213,P082,2,399000.0,0,Rubika,Fardis
S00104,2025-05-28,customer380,P038,2,489250.0,5,Telegram,Karaj
S00104,2025-05-28,customer380,P079,2,135000.0,10,Telegram,Karaj
S00104,2025-05-28,customer380,P050,4,2505000.0,0,Telegram,Karaj
S00104,2025-05-28,customer380,P089,5,625100.0,5,Telegram,Karaj
S00104,2025-05-28,customer380,P064,2,318000.0,0,Telegram,Karaj
S00105,2025-05-15,customer59,P003,4,299000.0,0,Eita,Malard
S00106,2025-06-14,customer405,P030,1,653650.0,15,Telegram,Karaj
S00106,2025-06-14,customer405,P038,3,531000.0,0,Telegram,Karaj
S00106,2025-06-14,customer405,P032,5,141000.0,0,Telegram,Karaj
S00107,2025-09-08,customer451,P076,4,2390000.0,0,Eita,Karaj
S00108,2025-12-03,customer26,P004,4,270000.0,0,Telegram,Malard
S00109,2026-02-13,customer562,P131,2,745000.0,0,Rubika,Rasht
S00109,2026-02-13,customer562,P124,5,1510000.0,0,Rubika,Rasht
S00109,2026-02-13,customer562,P133,1,719000.0,0,Rubika,Rasht
S00110,2025-05-01,customer485,P009,4,404000.0,0,Rubika,Tehran
S00110,2025-05-01,customer485,P135,3,51000.0,0,Rubika,Tehran
S00110,2025-05-01,customer485,P018,4,312000.0,20,Rubika,Tehran
S00111,2025-04-25,customer446,P065,4,322000.0,0,Telegram,Karaj
S00111,2025-04-25,customer446,P103,1,444000.0,0,Telegram,Karaj
S00111,2025-04-25,customer446,P112,3,101650.0,5,Telegram,Karaj
S00112,2025-08-29,customer385,P052,4,622000.0,0,Rubika,Karaj
S00112,2025-08-29,customer385,P134,2,74700.0,10,Rubika,Karaj
S00112,2025-08-29,customer385,P018,3,371000.0,0,Rubika,Karaj
S00113,2026-03-14,customer474,P008,2,224000.0,0,Rubika,Tehran
S00113,2026-03-14,customer474,P054,1,595000.0,0,Rubika,Tehran
S00113,2026-03-14,customer474,P090,4,680000.0,0,Rubika,Tehran
S00113,2026-03-14,customer474,P120,2,597000.0,0,Rubika,Tehran
S00113,2026-03-14,customer474,P133,2,771300.0,10,Rubika,Tehran
S00113,2026-03-14,customer474,P009,2,380000.0,0,Rubika,Tehran
S00113,2026-03-14,customer474,P071,1,2080000.0,0,Rubika,Tehran
S00114,2025-08-20,customer178,P044,1,552900.0,5,Telegram,Malard
S00114,2025-08-20,customer178,P075,2,2108000.0,0,Telegram,Malard
S00115,2025-12-20,customer280,P071,4,2236000.0,0,Rubika,Fardis
S00115,2025-12-20,customer280,P018,4,435000.0,0,Rubika,Fardis
S00115,2025-12-20,customer280,P102,2,391500.0,10,Rubika,Fardis
S00115,2025-12-20,customer280,P095,4,108900.0,10,Rubika,Fardis
S00115,2025-12-20,customer280,P009,3,304300.0,15,Rubika,Fardis
S00115,2025-12-20,customer280,P066,3,341700.0,15,Rubika,Fardis
S00115,2025-12-20,customer280,P060,4,258000.0,0,Rubika,Fardis
S00115,2025-12-20,customer280,P108,4,637600.0,20,Rubika,Fardis
S00115,2025-12-20,customer280,P037,1,502000.0,0,Rubika,Fardis
S00116,2025-04-03,customer54,P098,1,253000.0,0,Eita,Malard
S00117,2025-12-17,customer308,P055,3,565250.0,15,Eita,Fardis
S00117,2025-12-17,customer308,P075,3,2149000.0,0,Eita,Fardis
S00117,2025-12-17,customer308,P060,1,254000.0,0,Eita,Fardis
